"Title","Url","isPublished","SocCode","EscoTitle","EscoUri","status after SME check","SME comments"
"Maternity support worker","maternity-support-worker","Published","6141D","maternity support worker","http://data.europa.eu/esco/occupation/30194ac4-93b8-4450-8a15-f6f7cbe351cb",,
"Meat hygiene inspector","meat-hygiene-inspector","Published","3565C","food safety inspector","http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd","good match",
"Meat process worker","meat-process-worker","Published","8111D","meat preparations operator","http://data.europa.eu/esco/occupation/7e33b166-4a6d-40f3-8048-83b3a9d3ef49",,
"Mechanical engineer","mechanical-engineer","Published","2122A","mechanical engineer","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644",,
"Mechanical engineering technician","mechanical-engineering-technician","Published","3113H","mechanical engineering technician","http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3",,
"Media researcher","media-researcher","Published","2472B","media scientist","http://data.europa.eu/esco/occupation/19db5ad1-ffbf-41a0-8746-d3878f0d5dbd","partial match","ESCO role has some skills relevant to JP though some are more about academic reseach - media researcher is under alt labels"
"Medical herbalist","medical-herbalist","Published","2229J","herbal therapist","http://data.europa.eu/esco/occupation/463558cd-6e02-43a8-a675-d4e65af70431",,
"Medical illustrator","medical-illustrator","Published","3411D","illustrator","http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5","good match","medical illustrator listed under ESCO alt labels"
"Medical physicist","medical-physicist","Published","2113D","physicist","http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21","good match","ESCO has medical physicist under alt labels"
"Medical sales representative","medical-sales-representative","Published","3542C","medical sales representative","http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01",,
"Medical secretary","medical-secretary","Published","4211A","medical administrative assistant","http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498","good match","ESCO slightly lower leve but skills similar"
"Mental health nurse","mental-health-nurse","Published","2231B","nurse responsible for general care","http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50","good match","mental health nurse listed under ESCO alt labels"
"Merchant Navy deck officer","merchant-navy-deck-officer","Published","3513A","deck officer","http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1",,
"Merchant Navy engineering officer","merchant-navy-engineering-officer","Published","3513B","ship duty engineer","http://data.europa.eu/esco/occupation/6ce86c90-36cc-43ef-a1e0-885d8151f976","good match",
"Merchant Navy rating","merchant-navy-rating","Published","8232A","ordinary seaman","http://data.europa.eu/esco/occupation/3a3fac9d-323e-4ba6-989b-0e1d44e113cc","good match",
"Meteorologist","meteorologist","Published","2113E","meteorologist","http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad",,
"Metrologist","metrologist","Published","3111C","metrologist","http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a",,
"Microbiologist","microbiologist","Published","2112I","microbiologist","http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c",,
"Microbrewer","microbrewer","Published","2129H","brewmaster","http://data.europa.eu/esco/occupation/95cd3d64-20d0-4681-857d-d6c63d07349f","partial match",
"Midwife","midwife","Published","2232A","midwife","http://data.europa.eu/esco/occupation/95cda6a9-a70a-4a93-9442-11d573cb4a02",,
"Model maker","model-maker","Published","5315C","model maker","http://data.europa.eu/esco/occupation/3cbbdb83-7c36-4ae5-8c45-6c284186f477",,
"Money adviser","money-adviser","Published","3235D","financial planner","http://data.europa.eu/esco/occupation/21de0f3b-a71a-4263-a9ba-90c5f3721b4d",,
"Montessori teacher","montessori-teacher","Published","2315C","Montessori school teacher","http://data.europa.eu/esco/occupation/76a950cb-3def-47f4-895d-555ad138657e",,
"Mortgage adviser","mortgage-adviser","Published","3534C","mortgage broker","http://data.europa.eu/esco/occupation/3f277813-3cab-4c5d-bfeb-613e449b31c5","good match",
"Motor mechanic","motor-mechanic","Published","5231A","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","good match",
"Motor vehicle breakdown engineer","motor-vehicle-breakdown-engineer","Published","5231C","roadside vehicle technician","http://data.europa.eu/esco/occupation/c0749528-ee2a-41bd-a1f6-c13825b5e569","good match",
"Motor vehicle fitter","motor-vehicle-fitter","Published","5231D","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","good match","falls under same SOC and skills very similar"
"Motor vehicle parts person","motor-vehicle-parts-person","Published","7115B","motor vehicles parts advisor","http://data.europa.eu/esco/occupation/099a901f-91a7-4d26-af2e-f385247dcf20","good match",
"Motorcycle mechanic","motorcycle-mechanic","Published","5231E","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","good match","motorcycle technician listed under alt labels"
"Motorsport engineer","motorsport-engineer","Published","2122F","automotive engineer","http://data.europa.eu/esco/occupation/8d410283-865d-4cbb-acae-ac7f69d9cf26","good match",
"MP","mp","Published","1116A","member of parliament","http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da","good match",
"Museum assistant","museum-assistant","Published","6211E","guide","http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074","partial match",
"Museum curator","museum-curator","Published","2452C","exhibition curator","http://data.europa.eu/esco/occupation/691d30cc-6b2c-4025-89b4-3e719fe664c7",,
"Music promotions manager","music-promotions-manager","Published","3545C","promotion manager","http://data.europa.eu/esco/occupation/d954fd71-0e2f-4cf9-85f0-c040fa6cbda9","replace","ESCO promoter http://data.europa.eu/esco/occupation/21ae429f-a152-46a6-a73c-9ec65c7803f0 which is good match with JP - use this"
"Music teacher","music-teacher","Published","2312C","music teacher","http://data.europa.eu/esco/occupation/f235bc5a-dbf6-4f9e-bbdb-cf313d32b75b",,
"Music therapist","music-therapist","Published","2229K","music therapist","http://data.europa.eu/esco/occupation/3d616092-b4fd-4c14-b0e9-a9119bbbd171",,
"Musical instrument maker and repairer","musical-instrument-maker-repairer","Published","5449A","musical instrument technician","http://data.europa.eu/esco/occupation/3c1b7871-87f9-427b-adcb-fe16be8f9f24",,
"Nail technician","nail-technician","Published","6222D","manicurist","http://data.europa.eu/esco/occupation/bced9b86-d4e7-42f8-bb47-acb2001b9bd0",,
"Nanny","nanny","Published","6122B","nanny","http://data.europa.eu/esco/occupation/0a5356bc-7f81-4e40-971d-c1dc789c5fb4",,
"Nanotechnologist","nanotechnologist","Published","2113F","nanoengineer","http://data.europa.eu/esco/occupation/949ed945-f697-415e-b4c5-51d8abf7cfdf",,
"Naturopath","naturopath","Published","3219J","complementary therapist","http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421",,
"Naval architect","naval-architect","Published","2122G","naval architect","http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88",,
"Neighbourhood warden","neighbourhood-warden","Published","9242B","street warden","http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000",,
"Network engineer","network-engineer","Published","2139C","ICT network engineer","http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d",,
"Network manager","network-manager","Published","2133B","ICT network administrator","http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95",,
"Newspaper journalist","newspaper-journalist","Published","2471F","journalist","http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234",,
"Newspaper or magazine editor","newspaper-or-magazine-editor","Published","2471G","newspaper editor
magazine editor","http://data.europa.eu/esco/occupation/26ce22fe-4018-4387-8e6b-c2555f5fc0ac
http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e
http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e","2 ESCO options","ESCO  splits this into newspaper editor and magazine editor - would need both to cover jp"
"Non-destructive testing technician","non-destructive-testing-technician","Published","3115B","non-destructive testing specialist","http://data.europa.eu/esco/occupation/82d75f3b-644a-4582-ad6b-a2a1833e44cb",,
"Nuclear engineer","nuclear-engineer","Published","2129F","nuclear engineer","http://data.europa.eu/esco/occupation/f14194e2-8e7f-4fc9-9c8c-78d9ae2e7284",,
"Nuclear technician","nuclear-technician","Published","3113I","nuclear technician","http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e",,
"Nurse","nurse","Published","2231C","nurse responsible for general care","http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50",,
"Nursery manager","nursery-manager","Published","2319B","child care worker","http://data.europa.eu/esco/occupation/3413f234-6230-47a8-8cc7-2691fd54ce3a",,
"Nursery worker","nursery-worker","Published","6121A","child day care worker","http://data.europa.eu/esco/occupation/3f74aad8-2d60-4be2-b059-8dba5568d530",,
"Nursing associate","nursing-associate","Published","3218F","nurse assistant","http://data.europa.eu/esco/occupation/87d0795a-d41f-47ee-979f-0ab7d73836e7","partial match","listed under ESCO concept cat Nursing associate professionals http://data.europa.eu/esco/isco/C3221 - no occupational match so nursing assistant used"
"Nutritional therapist","nutritional-therapist","Published","3219K","dietitian","http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f","partial match","listed under ESCO concept Dietitians and nutrionists http://data.europa.eu/esco/isco/C2265 but Dietitan only occupation available "
"Nutritionist","nutritionist","Published","2229L","dietitian","http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f",,
"Occupational health nurse","occupational-health-nurse","Published","2231H","health and safety officer","http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439",,
"Occupational therapist","occupational-therapist","Published","2222A","occupational therapist","http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab",,
"Occupational therapy support worker","occupational-therapy-support-worker","Published","6141E","occupational therapy assistant","http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c",,
"Oceanographer","oceanographer","Published","2113G","oceanographer","http://data.europa.eu/esco/occupation/4b759f0e-8fec-4cf5-80d4-d112a9fd4e51",,
"Office manager","office-manager","Published","4161A","office manager","http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69",,
"Offshore drilling worker","offshore-drilling-worker","Published","8123A","drilling engineer","http://data.europa.eu/esco/occupation/3f863faa-c045-4f05-a419-b19182aea866",,
"Ofsted inspector","ofsted-inspector","Published","2318B","education inspector","http://data.europa.eu/esco/occupation/9b51a2d2-999a-43a6-a814-63dd30a585fa",,
"Oil and gas operations manager","oil-and-gas-operations-manager","Published","1123A","oil and gas production manager","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9",,
"Online tutor","online-tutor","Published","3563B","tutor","http://data.europa.eu/esco/occupation/59bce29f-5c8b-47cf-bfd4-6ec003f5323a","good match",
"Operating department practitioner","operating-department-practitioner","Published","2231I","nurse responsible for general care","http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50","partial match","same SOC as Nurse though duties with theatre as oppose to general wards"
"Operational researcher","operational-researcher","Published","3539A","statistical assistant","http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825","partial match","stats assistant within business and assoc professionals cat on ESCO which is what op researcher is under at 2-digit SOC and skills similar"
"Optometrist","optometrist","Published","2214A","optometrist","http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5",,
"Order picker","order-picker","Published","9259A","warehouse order picker","http://data.europa.eu/esco/occupation/cd94def5-3442-4c2e-ae3d-0761a3008bcb",,
"Ornithologist","ornithologist","Published","2112J","biologist","http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217","partial match","ornithologist listed under alt labels"
"Orthoptist","orthoptist","Published","2229M","orthoptist","http://data.europa.eu/esco/occupation/771244bf-b204-4e7f-8b25-ee523ae7b791",,
"Osteopath","osteopath","Published","2229N","osteopath","http://data.europa.eu/esco/occupation/a7198837-139d-49c7-8fd0-eb8d8c1ee844",,
"Outdoor activities instructor","outdoor-activities-instructor","Published","3442G","outdoor activities instructor","http://data.europa.eu/esco/occupation/55af6be8-039a-419c-b278-55b3f7d9ef92",,
"Packaging technologist","packaging-technologist","Published","3422J","packaging production manager","http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c",,
"Packer","packer","Published","9134C","hand packer","http://data.europa.eu/esco/occupation/f5cb9901-86fc-48d0-9cde-667fbe8cef3a",,
"Paediatrician","paediatrician","Published","2211G","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","good match",
"Paint sprayer","paint-sprayer","Published","5234A","transport equipment painter","http://data.europa.eu/esco/occupation/a784b063-89cf-441b-9624-deed9dbdeae6",,
"Painter and decorator","painter-and-decorator","Published","5323B","construction painter","http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a",,
"Palaeontologist","palaeontologist","Published","2113H","palaeontologist","http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88",,
"Palliative care assistant","palliative-care-assistant","Published","6145B","palliative care social worker","http://data.europa.eu/esco/occupation/be6d7fd3-2e51-499f-a31d-8aa0bbd32f2a",,
"Paper maker","paper-maker","Published","8121A","paper machine operator","http://data.europa.eu/esco/occupation/4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0",,
"Paralegal","paralegal","Published","3520D","legal assistant","http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368",,
"Paramedic","paramedic","Published","3213A","paramedic in emergency responses","http://data.europa.eu/esco/occupation/0b5dfc02-b825-4445-811d-d39ed442657e",,
"Patent attorney","patent-attorney","Published","2462A","corporate lawyer","http://data.europa.eu/esco/occupation/fdfce14e-992d-4ff4-9f9d-7a353c75654e","replace","ESCO patent engineer closer match http://data.europa.eu/esco/occupation/e047b8f5-9491-4da2-8816-7aa37ad2370d"
"Pathologist","pathologist","Published","2112K","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac",,
"Patient advice and liaison service officer","patient-advice-and-liaison-service-officer","Published","3561D","healthcare assistant","http://data.europa.eu/esco/occupation/d38c2107-98f2-47b7-8bb4-f69750d51082","decision req","ESCO healthcare assistant contains some of the skills req though lot of others that are not req in this JP"
"Patient transport service controller","patient-transport-service-controller","Published","7214B","patient transport services driver","http://data.europa.eu/esco/occupation/976f752c-5f10-42ca-84fb-89aa529af04f",,
"Pattern cutter","pattern-cutter","Published","5414C","clothing cutter","http://data.europa.eu/esco/occupation/928dd410-c74b-4dab-94b8-fcbdcf541bd1",,
"Payroll administrator","payroll-administrator","Published","4122B","payroll clerk","http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be",,
"Payroll manager","payroll-manager","Published","4122C","payroll clerk","http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be",,
"PE teacher","pe-teacher","Published","2314B","physical education teacher secondary school","http://data.europa.eu/esco/occupation/a10849c1-f0d8-4600-bca6-9549c2517650",,
"Pensions administrator","pensions-administrator","Published","4132C","pensions administrator","http://data.europa.eu/esco/occupation/6724e558-2d75-4116-a473-91a4c14d4c69",,
"Pensions adviser","pensions-adviser","Published","3534D","pension scheme manager","http://data.europa.eu/esco/occupation/ceda53cd-3f1f-425b-bd1b-c4fa17254680",,
"Personal assistant","personal-assistant","Published","4215A","executive assistant","http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44",,
"Personal shopper","personal-shopper","Published","7111B","personal shopper","http://data.europa.eu/esco/occupation/f8da6546-0c8a-4bd0-a952-6f3c253c9aba",,
"Personal trainer","personal-trainer","Published","3443A","personal trainer","http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523",,
"Pest control technician","pest-control-technician","Published","6132A","pest management worker","http://data.europa.eu/esco/occupation/21cba86a-68c5-456c-aec2-cc04840b3c0e",,
"Pet behaviour counsellor","pet-behaviour-counsellor","Published","2229O","animal trainer","http://data.europa.eu/esco/occupation/fc1da244-880f-407d-bfa7-789a2f468ea0",,
"Pet shop assistant","pet-shop-assistant","Published","7111C","shop assistant","http://data.europa.eu/esco/occupation/0b15375e-dfdd-4047-9efb-096e0aaee7d2","replace","ESCO pet and pet food specialised seller http://data.europa.eu/esco/occupation/399afb40-d58b-4f4a-aa52-a0378fccaf65 - use this"
"Petrol station sales assistant","petrol-station-sales-assistant","Published","7112B","fuel station specialised seller","http://data.europa.eu/esco/occupation/41beead9-98ad-4c89-b6e0-a14149f4eeab",,
"Pharmacist","pharmacist","Published","2213A","pharmacist","http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce",,
"Pharmacologist","pharmacologist","Published","2112L","pharmacologist","http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010",,
"Pharmacy assistant","pharmacy-assistant","Published","7114A","pharmacy assistant","http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7",,
"Pharmacy technician","pharmacy-technician","Published","3217A","pharmacy technician","http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210",,
"Phlebotomist","phlebotomist","Published","6141F","phlebotomist","http://data.europa.eu/esco/occupation/5ee264b2-9bc5-40f6-9db3-c87143af6b2d",,
"Photographer","photographer","Published","3417B","photographer","http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9",,
"Photographic stylist","photographic-stylist","Published","7125A",,,"no match","prop master http://data.europa.eu/esco/occupation/bd94312f-05c8-455d-a2f6-5490489ac4a4 but all about stage/set - nothing on personal styling"
"Photographic technician","photographic-technician","Published","3417H","photographic developer","http://data.europa.eu/esco/occupation/7180a7be-68cd-4636-8c12-706722ad8862",,
"Physician associate","physician-associate","Published","2219E","doctors' surgery assistant","http://data.europa.eu/esco/occupation/0c041d1e-1841-4acb-b0a1-2c387a61bf65","no match","JP is higher level than doctor's surgery assistant but no suitable match on ESCO"
"Physicist","physicist","Published","2113I","physicist","http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21",,
"Physiotherapist","physiotherapist","Published","2221A","physiotherapist","http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533",,
"Physiotherapy assistant","physiotherapy-assistant","Published","6141G","physiotherapy assistant","http://data.europa.eu/esco/occupation/f88124d7-ee7e-4d21-9036-0658b496c119",,
"Picture framer","picture-framer","Published","5442C","frame maker","http://data.europa.eu/esco/occupation/2dc86f3d-a90e-4e7a-8a94-0bd728f22d7b",,
"Pilates teacher","pilates-teacher","Published","3443C","Pilates teacher","http://data.europa.eu/esco/occupation/3e6488b6-3ca5-46b9-b380-5cd251d24824",,
"Pipe fitter","pipe-fitter","Published","5216A","pipe welder","http://data.europa.eu/esco/occupation/2ff73126-7aff-4233-9d9c-d8725e1c6822",,
"Planning and development surveyor","planning-and-development-surveyor","Published","2434E","land surveyor","http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94","good match",
"Plasterer","plasterer","Published","5321A","plasterer","http://data.europa.eu/esco/occupation/f4a22809-c00c-4dd0-8b09-c7251f8dcd1c",,
"Play therapist","play-therapist","Published","2229A","recreational therapist","http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79",,
"Playworker","playworker","Published","6123A","child care worker","http://data.europa.eu/esco/occupation/3413f234-6230-47a8-8cc7-2691fd54ce3a","good match",
"Plumber","plumber","Published","5314A","plumber","http://data.europa.eu/esco/occupation/ed3cf43d-c2c1-4c46-82fc-1375e27e0290",,
"Podiatrist","podiatrist","Published","2218A","podiatrist","http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878",,
"Podiatry assistant","podiatry-assistant","Published","6141H","podiatry assistant","http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7",,
"Police community support officer","police-community-support-officer","Published","3315A","street warden","http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000","good match",
"Police officer","police-officer","Published","3312A","police officer","http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc",,
"Pop musician","pop-musician","Published","3415B","singer
musician","http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1
http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16
http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16","2 ESCO options","ESCO singer includes rapper, lead singer etc and poss closer to emaphasis on job profile but musician also relevant"
"Port operative","port-operative","Published","9260B","port coordinator","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8",,
"Portage home visitor","portage-home-visitor","Published","3233C","family support worker","http://data.europa.eu/esco/occupation/4c89c65c-4e35-44e3-8fa0-5d73e9e15325","good match",
"Post Office customer service assistant","post-office-customer-service-assistant","Published","7111D","post office counter clerk","http://data.europa.eu/esco/occupation/6a6e174e-cffa-49a9-9f2f-aa39c81cdee5",,
"Postman or postwoman","postman-or-postwoman","Published","9211A","postman/postwoman","http://data.europa.eu/esco/occupation/7ed2e153-8da8-4c0d-b4c5-3402c623f34b",,
"Practice nurse","practice-nurse","Published","2231J","nurse responsible for general care","http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50",,
"Pre-press operator","pre-press-operator","Published","5421A","prepress operator","http://data.europa.eu/esco/occupation/cf578f1d-1832-4a4d-a3b2-e0a00517b51d",,
"Primary care graduate mental health worker","primary-care-graduate-mental-health-worker","Published","2229P","mental health social worker","http://data.europa.eu/esco/occupation/a76a05bb-e04d-4be8-953e-1ffd691dd58d",,
"Primary school teacher","primary-school-teacher","Published","2315A","primary school teacher","http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302",,
"Prison governor","prison-governor","Published","1173A","correctional services manager","http://data.europa.eu/esco/occupation/6db9eeae-aef5-4f56-913d-4650e4c720c6",,
"Prison instructor","prison-instructor","Published","3563C","prison instructor","http://data.europa.eu/esco/occupation/653374a9-a96e-4c5b-849f-62ae67b0ed62",,
"Prison officer","prison-officer","Published","3314A","prison officer","http://data.europa.eu/esco/occupation/3327a087-cd36-4b02-ac1b-6455f59f9312",,
"Private investigator","private-investigator","Published","9241C","private detective","http://data.europa.eu/esco/occupation/771a47c9-9cf4-4368-9752-2a1ea5a783d7",,
"Private practice accountant","private-practice-accountant","Published","2421C","accountant","http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897",,
"Probation officer","probation-officer","Published","2443A","probation officer","http://data.europa.eu/esco/occupation/6a7212c9-40da-4346-a190-3896bdd9a925","good match",
"Probation services officer","probation-services-officer","Published","3239A","probation officer","http://data.europa.eu/esco/occupation/6a7212c9-40da-4346-a190-3896bdd9a925","good match","Probation services officer listed under ESCO alt labels"
"Product designer","product-designer","Published","3422K","product development manager","http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0",,
"Production manager (manufacturing)","production-manager-manufacturing-","Published","1259B","manufacturing manager","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee",,
"Production worker (manufacturing)","production-worker-(manufacturing)","Published","8111A","automated assembly line operator","http://data.europa.eu/esco/occupation/869e3a85-6e4c-4e3c-b14f-a8399c1abd2d","partial match","profuction line worker listed under ESCO alt labels though not exact match - lot of ESCO entries are for specific production work, eg cars, paper etc"
"Proofreader","proofreader","Published","4159A","proofreader","http://data.europa.eu/esco/occupation/f8f34041-3640-41a9-852e-c5a7574de780",,
"Prop maker","prop-maker","Published","5449B","prop maker","http://data.europa.eu/esco/occupation/7a18e959-44fe-49ae-9757-124f46a7487c",,
"Prosthetist-orthotist","prosthetist-orthotist","Published","3218E","prosthetist-orthotist","http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f",,
"Psychiatrist","psychiatrist","Published","2211E","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","good match",
"Psychologist","psychologist","Published","2212A","psychologist","http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9",,
"Psychotherapist","psychotherapist","Published","2229B","psychotherapist","http://data.europa.eu/esco/occupation/af69484e-b43f-4685-b22d-f3418df45c4d",,
"Public finance accountant","public-finance-accountant","Published","2421D","public finance accountant","http://data.europa.eu/esco/occupation/78db356f-a96a-4456-ab29-2de62e52f830",,
"Public relations director","public-relations-director","Published","1134A","public relations manager","http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2",,
"Public relations officer","public-relations-officer","Published","2472C","public relations officer","http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134",,
"Publican","publican","Published","1224A","beverages shop manager","http://data.europa.eu/esco/occupation/f2f4ed8f-c9d3-47e4-8f72-a30739bcea2b","good match","many of the skills apply to publican work - no exact match to JP in ESCO"
"Purchasing manager","purchasing-manager","Published","1133B","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf",,
"QCF assessor","qcf-assessor","Published","3563D","vocational teacher","http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a","good match","ESCO role contains assessment skills which this JP is about"
"Quality assurance manager","quality-assurance-manager","Published","2462B","quality services manager","http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3",,
"Quality control assistant","quality-control-assistant","Published","3115C","product quality controller","http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9","good match",
"Quantity surveyor","quantity-surveyor","Published","2433A","quantity surveyor","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0",,
"Quarry engineer","quarry-engineer","Published","2121B","quarry engineer","http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6",,
"Quarry worker","quarry-worker","Published","8123B","mining assistant
surface miner","http://data.europa.eu/esco/occupation/efd5d3cb-3716-43b7-b21b-98e17f00e9eb
http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70
http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70","decision req","surface miner has more optional skills but mining assistant has better essential skills but is very limted in other categories"
"Racehorse trainer","racehorse-trainer","Published","1213A","horse trainer","http://data.europa.eu/esco/occupation/4ac3c3a0-eb56-491f-8d21-1e5539a05b54",,
"Radio broadcast assistant","radio-broadcast-assistant","Published","3416B","radio producer","http://data.europa.eu/esco/occupation/ce7d3362-5383-47d1-b66f-57b021c3d862","decision req","ESCO role is higher than JP but some of the optional skills are OK match"
"Radiographer","radiographer","Published","2217A","radiographer","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05",,
"Radiography assistant","radiography-assistant","Published","6141I","healthcare assistant","http://data.europa.eu/esco/occupation/d38c2107-98f2-47b7-8bb4-f69750d51082","decision req","no equivalent in ESCO so this offers generic skills match - ESCO lists radiology assistant under doctor's surgery assistant but it's more related to GP surgery duties rather than hospital clinical tasks. It also has medical imaging assistant, which is good title match but this has no narrower occupation breakdown beyond the desc at http://data.europa.eu/esco/isco/C3256"
